WifiAccessPoint_0,WifiAccessPoint_1,WifiAccessPoint_2,WifiAccessPoint_3,WifiAccessPoint_4,WifiAccessPoint_5,WifiAccessPoint_6,WifiAccessPoint_7,WifiAccessPoint_8,WifiAccessPoint_9,WifiAccessPoint_10,WifiAccessPoint_11,WifiAccessPoint_12,WifiAccessPoint_13,WifiAccessPoint_14,WifiAccessPoint_15,WifiAccessPoint_16,WifiAccessPoint_17,WifiAccessPoint_18,WifiAccessPoint_19,WifiAccessPoint_20,WifiAccessPoint_21,WifiAccessPoint_22,WifiAccessPoint_23,WifiAccessPoint_24,WifiAccessPoint_25,WifiAccessPoint_26,WifiAccessPoint_27,WifiAccessPoint_28,WifiAccessPoint_29,WifiAccessPoint_30,WifiAccessPoint_31,WifiAccessPoint_32,WifiAccessPoint_33,WifiAccessPoint_34,WifiAccessPoint_35,WifiAccessPoint_36,WifiAccessPoint_37,WifiAccessPoint_38,WifiAccessPoint_39,WifiAccessPoint_40,WifiAccessPoint_41,WifiAccessPoint_42,WifiAccessPoint_43,WifiAccessPoint_44,WifiAccessPoint_45,WifiAccessPoint_46,WifiAccessPoint_47,WifiAccessPoint_48,WifiAccessPoint_49,WifiAccessPoint_50,WifiAccessPoint_51,WifiAccessPoint_52,WifiAccessPoint_53,WifiAccessPoint_54,WifiAccessPoint_55,WifiAccessPoint_56,WifiAccessPoint_57,WifiAccessPoint_58,WifiAccessPoint_59,WifiAccessPoint_60,WifiAccessPoint_61,WifiAccessPoint_62,WifiAccessPoint_63,WifiAccessPoint_64,WifiAccessPoint_65,WifiAccessPoint_66,WifiAccessPoint_67,WifiAccessPoint_68,WifiAccessPoint_69,WifiAccessPoint_70,WifiAccessPoint_71,WifiAccessPoint_72,WifiAccessPoint_73,WifiAccessPoint_74,WifiAccessPoint_75,WifiAccessPoint_76,WifiAccessPoint_77,WifiAccessPoint_78,WifiAccessPoint_79,WifiAccessPoint_80,WifiAccessPoint_81,WifiAccessPoint_82,WifiAccessPoint_83,WifiAccessPoint_84,WifiAccessPoint_85,WifiAccessPoint_86,WifiAccessPoint_87,WifiAccessPoint_88,WifiAccessPoint_89,WifiAccessPoint_90,x,y
-145,-72,-65,-70,-78,-84,-81,-61,-71,-45,-80,-55,-61,-43,-51,-72,-81,null,-50,-65,null,-87,-93,-90,-78,-74,null,-58,null,-60,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-71,-72,-91,null,null,null,null,-80,-91,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.224719001,0.607067312
-130,-71,-76,-61,-71,-53,-74,-61,-82,-72,-56,-69,-70,null,null,-72,-72,null,null,null,-57,-68,-62,-72,null,null,null,null,-78,null,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.688494678,0.954943384
-126,null,null,null,null,null,null,null,null,null,null,-93,null,-84,-75,null,-89,null,null,null,null,null,null,null,null,null,null,-73,null,null,-68,-76,-62,null,null,null,-64,-93,-72,null,null,null,null,-75,-81,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.082021568,0.237144743
-129,null,-90,null,null,null,null,null,null,-85,null,null,null,null,-75,null,-83,null,null,null,null,null,null,null,null,null,null,-70,null,null,-69,-74,-65,null,null,null,-68,null,null,-82,null,null,null,null,-82,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.568934814,0.211783164
-123,-64,-70,null,-64,-50,null,-73,-78,-79,-50,-53,-74,-69,null,-73,-77,null,-78,null,-60,-63,-57,-84,null,null,-76,null,-76,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.687729483,0.954190871
-125,null,null,null,null,null,null,null,null,-87,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,null,null,-64,-75,-67,null,null,null,-54,-82,null,-79,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.774270722,0.106553969
-140,null,null,null,null,null,null,null,null,null,null,null,null,null,-82,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,-74,-76,-84,null,null,null,-80,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5613647,0.04485107
-125,null,-70,-78,null,null,null,-62,null,-64,null,-74,null,-72,-54,-68,-64,null,-68,-74,null,null,null,null,-79,-71,null,-60,null,-87,-79,null,-72,null,null,null,-70,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.31260215,0.393836379
-122,-59,-56,-52,-57,-60,-83,-79,-74,-65,-64,-82,-73,-88,-74,-89,-76,null,-90,-77,-79,-92,-81,-70,null,null,null,null,null,-70,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,null,null,null,null,null,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.879226735,0.75877211
-122,-53,-52,-57,-61,-71,-63,-62,-68,-55,-70,-67,null,-57,-71,-57,-59,null,-65,-69,-84,-81,-82,-89,null,-89,null,null,null,-72,-71,-75,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-94,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-90,0.904252248,0.631855305
-131,null,-79,null,null,null,null,null,null,-83,null,null,null,-87,-90,-79,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,-80,-80,-63,null,null,null,-67,null,-85,-82,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.911069726,0.19224782
-122,-64,-58,-68,-69,-77,-70,-74,-66,-73,-81,null,null,-69,-81,-62,-64,null,-69,-75,null,-84,null,-80,null,-81,null,-77,null,-78,-75,-70,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.706154197,0.625962275
-127,-79,-79,null,null,-85,-83,-62,-90,-62,null,-67,-75,-78,-75,-80,-86,null,-70,-67,null,-93,null,-86,-79,null,null,-69,null,-77,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.140659493,0.804693864
-135,null,-82,-86,null,null,null,-65,null,-69,null,-78,null,-76,-59,-64,-68,null,-71,-80,null,null,null,null,-79,-71,null,-51,null,-78,-76,-87,-82,null,null,null,-76,-94,-85,null,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.350260986,0.420711844
-131,-74,-54,-77,-74,-78,-75,-78,-75,-74,-77,-84,-83,-71,-79,-70,-63,null,-66,-86,null,-84,-84,-91,-78,-73,null,null,null,-84,-62,-66,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.698334988,0.600677687
-116,-82,-69,-64,null,-88,null,null,null,-78,null,null,null,-68,-58,-70,-66,null,-67,null,null,null,null,null,-87,null,null,null,null,null,-43,-50,-53,null,null,-77,-45,-82,-74,-76,-73,null,null,null,-76,null,-76,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.560088691,0.131592067
-129,null,-50,-64,-55,-71,-87,-78,-81,-69,-81,null,null,-52,-57,-48,-57,null,null,null,null,null,null,null,-78,-73,null,-61,null,-86,-55,null,-72,null,-99,-73,-71,-68,-92,-79,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-76,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.690110985,0.360180518
-119,-54,-60,-66,-57,-70,-72,-65,-75,-51,-70,-50,-45,-57,-68,-72,-64,null,null,-79,-83,-67,-66,-73,null,-91,null,-80,null,-77,-67,-85,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.610128049,0.758656106
-128,-77,-75,-73,-87,-75,null,-62,null,-69,null,null,-67,-50,-41,-63,-72,null,-55,null,null,null,null,null,-72,-79,null,-57,null,-80,-54,-63,-60,null,null,null,-59,-74,-75,null,null,null,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.402393622,0.322134717
-132,null,-89,null,null,null,null,null,null,-90,null,null,null,-86,-81,-88,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,-74,-65,-65,null,null,null,-57,null,-83,-96,null,null,null,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9120658,0.138212376
-127,-49,-64,-67,-48,-46,-69,-70,null,-76,-46,-52,-58,null,-80,null,-67,null,null,null,-54,-53,-60,-59,null,null,-75,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.685262037,0.930835865
-133,-77,-62,-62,-73,-83,-72,-71,-70,-78,-80,-87,null,-72,null,null,-55,null,-72,-78,null,-81,null,-84,-87,-85,null,null,null,-70,-78,null,-77,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,-84,null,null,null,null,null,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.706154197,0.625962275
-134,null,-76,null,null,-92,-78,-69,-84,-57,null,null,-80,-67,-51,-62,-55,null,-75,-76,null,null,null,null,-67,-75,null,-53,null,-72,-64,null,-75,null,-87,null,null,-89,-66,null,null,null,null,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-80,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.343638661,0.420038494
-113,null,null,null,null,null,null,null,null,null,null,null,null,-89,-79,null,-83,null,null,null,null,null,null,null,null,null,null,-78,null,null,-70,-80,-57,null,null,null,-53,null,null,null,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.073184788,0.101339804
-130,-75,-73,-66,-70,null,null,null,-83,null,null,null,null,-63,-56,-68,-57,null,null,null,null,null,null,null,null,null,null,-62,null,null,-57,-57,-63,null,null,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.525326294,0.340272136
-126,-60,-63,-64,-63,-52,-78,-63,-74,-73,-50,-69,-65,null,null,null,-76,null,null,null,-43,-68,-52,-59,null,null,-85,null,-78,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691833713,0.958227076
-122,-66,-72,-67,-67,-53,-75,-68,-76,-70,-55,-60,-67,null,null,-66,-67,null,null,null,-67,-74,-60,-72,null,null,null,null,-77,null,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.688668589,0.955114409
-117,-55,-64,-58,-63,-67,-62,-66,-65,-60,-63,-52,-46,-69,-66,-80,-82,null,null,-74,-82,-69,-82,-74,null,null,null,-74,null,-70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.45678168,0.789400431
-133,-54,-51,-62,-58,-46,-64,-70,-55,-64,-42,-55,-58,null,null,-71,-63,null,-81,-75,-61,-67,-53,-75,null,null,-75,null,-85,-76,-80,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691691542,0.858783063
-129,-78,-77,-79,-79,-79,-84,-55,-80,-61,null,-67,-75,-78,-84,null,-80,null,-83,-69,null,-84,null,-79,null,-81,null,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.042016733,0.753798841
-125,-82,-82,-80,-81,-74,null,-54,null,-52,null,-65,-63,-74,-74,null,-83,null,-78,-80,null,-81,null,-87,null,-81,null,-75,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.349221764,0.792675007
-120,-84,-63,-53,-68,-79,-72,-77,-75,-69,-79,-80,null,-71,-78,-67,-58,null,-70,-88,null,null,-87,null,-78,-69,null,null,null,-80,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.699383865,0.617688237
-138,-49,-64,-66,-50,-45,-73,-71,-69,-77,-64,-61,-59,-62,null,-67,null,null,-77,null,-69,-59,-60,-57,null,-90,-75,-96,null,null,-87,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.696364509,0.864290869
-129,-56,-63,null,-55,-49,null,null,null,null,-53,null,-62,null,null,null,null,-49,null,null,-55,null,-57,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686826301,0.956553791
-124,-72,-67,-64,null,-84,-74,null,-83,-73,null,null,null,-70,-77,-55,-53,null,-72,null,null,null,null,null,-82,-72,null,-85,null,null,-57,-55,null,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.796771538,0.446948981
-133,-57,-67,-68,null,-63,null,-61,-76,null,-51,-72,-60,null,null,null,-77,null,null,null,-48,-66,-43,-63,null,null,null,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691451117,0.95785082
-131,-72,-65,null,-73,-83,-83,-57,-86,-57,null,-63,-66,-56,-60,-61,-66,null,-51,-58,null,-72,null,-89,-60,-53,null,-60,null,-66,-87,-74,-75,null,null,null,-73,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-80,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.199992758,0.558755173
-130,-76,null,null,null,null,null,null,null,-76,null,-92,null,-85,-75,-82,-91,null,-79,null,null,null,null,null,null,null,null,-70,null,null,-72,-71,-45,null,null,null,-47,null,-80,-88,null,null,null,null,-71,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.324198061,0.220518676
-120,null,-83,-84,null,null,null,null,null,null,null,null,null,null,-82,-71,-66,null,null,null,null,null,null,null,null,null,null,null,null,null,-67,-76,-62,null,null,null,-55,null,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.767595799,0.208316987
-121,-83,-80,null,null,null,null,-89,null,-79,null,-84,null,-75,-60,-65,-61,null,-69,null,null,null,null,null,-89,null,null,-56,null,null,-49,-51,-56,null,null,-75,-49,-81,-71,-65,null,null,null,-81,-75,null,-78,null,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.554191081,0.22680481
-121,null,-85,null,null,null,null,null,null,-95,null,null,null,null,-80,null,-73,null,null,null,null,null,null,null,null,null,null,-77,null,null,-71,-77,-77,null,null,null,-76,null,null,-79,null,null,null,null,-80,null,-71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.565332267,0.143948695
-121,null,null,null,null,null,null,null,null,null,null,null,null,-71,null,null,-60,null,null,null,null,null,null,null,null,null,null,null,null,null,-63,-55,-46,null,null,null,-59,-75,null,-76,-84,null,null,null,-90,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.926195808,0.112566566
-127,-81,-75,-73,-88,null,null,null,null,-81,null,null,null,-72,-62,-75,-62,null,-69,null,null,null,null,null,null,null,null,null,null,null,-47,-63,-59,null,null,null,-74,-80,-68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.588859045,0.336693594
-128,-73,null,null,-66,-61,-78,-64,null,-59,-51,-37,-45,-66,-62,null,null,null,-66,null,-77,-67,-70,-75,null,-86,null,-57,null,-81,null,null,null,null,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.422348855,0.91496524
-125,-57,-66,-60,-61,-60,-70,-71,-59,-67,-54,-65,-66,-73,-75,-62,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.791545106,0.751802573
-136,-85,-70,null,-79,-88,-86,-63,-72,-71,null,-86,-79,-53,-44,-63,-62,null,-48,-73,null,-89,null,-91,-78,-71,null,-59,null,-71,-72,-72,-75,null,null,null,-76,-80,-73,null,null,null,null,-72,null,-84,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.186553279,0.444144616
-116,-67,-65,-64,null,-89,-75,null,-77,-78,-74,null,null,-59,-72,-65,-63,null,-79,null,null,null,-84,null,-81,-68,null,-73,null,-89,-57,-56,-85,null,-99,-69,null,null,-94,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.698021246,0.51496618
-126,null,null,null,null,null,null,null,null,null,null,null,null,-73,-63,-82,null,null,-84,null,null,null,null,null,null,null,null,-58,null,null,-62,-68,-67,null,null,null,-67,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.566066997,0.237995084
-125,null,-84,null,null,null,null,null,null,null,null,null,null,-75,-69,-73,-72,null,-79,null,null,null,null,null,null,null,null,-69,null,null,-49,-47,-50,null,null,null,-50,null,null,null,null,null,null,null,-74,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.926195399,0.102154515
-120,-51,-45,-56,-60,-68,-50,-65,-60,-63,-69,-67,null,-57,null,-61,-40,null,-58,null,null,null,-69,-81,null,null,null,null,null,-79,null,-75,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.675870893,0.740596842
-124,-52,-56,-56,-52,-63,-62,-65,-56,-50,-64,-73,-63,-67,-76,null,-63,null,-73,-78,-79,-74,-85,-79,-80,-73,null,-79,null,-81,-71,null,-84,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,-82,-88,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.886648992,0.689080745
-115,-64,-62,-71,-61,-50,-67,-79,-65,-79,-57,-58,-66,null,null,-79,-75,null,-84,-86,-51,-78,-46,-73,null,null,-91,null,-71,null,null,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686266267,0.959024687
-130,null,null,null,null,null,null,null,null,-87,null,null,null,-72,-71,null,-86,null,-82,null,null,null,null,null,null,-94,null,-71,null,null,-76,-74,-57,null,null,null,-44,null,-64,null,null,null,null,-79,-72,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.094087648,0.280900818
-114,-91,-73,-76,null,-84,-86,null,-94,-79,null,null,null,-80,-61,-66,-56,null,-68,-91,null,null,null,null,-80,-76,null,-67,null,null,-75,null,-79,null,null,-86,-85,-76,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.698936222,0.422311569
-127,-75,-62,-60,-60,-79,-73,-71,-78,-73,-78,-69,-61,-81,-66,null,-71,null,-67,-90,-84,-73,null,-78,null,-89,null,-83,null,-90,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.621033504,0.753744435
-132,-69,-63,-75,-73,-85,null,null,-83,null,-80,-91,null,-76,-72,-63,-57,null,-64,null,-89,null,null,null,-97,null,null,null,null,null,-53,-55,-80,null,null,-75,-64,null,-83,-82,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.698632966,0.321736515
-127,-70,-64,-60,-72,-88,-82,-82,-78,-79,-72,null,null,-78,-78,-48,-55,null,-91,null,-84,null,-91,-81,-94,-93,null,-69,null,-91,-71,-64,null,null,null,-76,null,-75,null,null,null,null,null,null,null,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.837829194,0.536015038
-123,-78,-73,-71,-75,-83,-74,-68,-75,-51,-76,-68,-73,-41,-49,-63,-53,null,-43,-66,null,-78,null,-74,-59,-71,null,-62,null,-54,-67,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-77,null,null,null,-89,null,-85,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.176791953,0.558755173
-117,null,-87,null,null,null,null,null,null,-89,null,null,null,-84,-64,null,-79,null,-70,null,null,null,null,null,null,null,null,null,null,null,-59,-59,-59,null,null,null,-70,-83,-78,-82,null,null,null,null,-84,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.58155713,0.247213624
